,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Day of the week,"1-workday, 2-Saturday, 3-Sunday, >4-untypical",Hour 1,Hour 2,Hour 3,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24
20020328,4,1,1399571,1340120,1330031,1315186,1287543,1238526,1253098,1350100,1445852,1489806,1516229,1537127,1505978,1537165,1482925,1485294,1431985,1433911,1496042,1544148,1539060,1517054,1497410,1449506
20020329,5,1,1380845,1321867,1313598,1306193,1287914,1206923,1260467,1336194,1442930,1482711,1512589,1521014,1499522,1362589,1373630,1379925,1304952,1286278,1357247,1414393,1412242,1417404,1374956,1354550
20020330,6,2,1360153,1247107,1246640,1230564,1170552,1054055,970094,1011976,1063311,1133577,1152088,1147713,1110501,1052695,1008036,984117,990471,1021220,1130021,1181970,1144547,1086768,1073234,1005894
20020331,7,4.02,936938,888631,872667,856703,831049,812497,761175,809120,887229,923845,942655,915326,866502,844357,819556,799132,784749,788699,795078,901265,961604,940265,948676,964285
20020401,1,4.03,867699,839526,822288,799023,777278,761661,725921,766531,838217,885781,883995,886038,863823,834440,815935,804495,796953,806093,838236,940627,991110,958118,949432,944275
20020402,2,1,898733,875361,870155,867229,865872,896868,990614,1152820,1307160,1387130,1420140,1434890,1405420,1388370,1368750,1377620,1356260,1322560,1317960,1370090,1440400,1372300,1334960,1314150
20020403,3,1,1258900,1201460,1206930,1197500,1178800,1197010,1208210,1295950,1409970,1411130,1448290,1455850,1425240,1424520,1399670,1426010,1411770,1385470,1371130,1419480,1494960,1433600,1422930,1373950
20020404,4,1,1293070,1235740,1209210,1210150,1203430,1155950,1221980,1306990,1390630,1425030,1431240,1451010,1437400,1407240,1404090,1402930,1394560,1383730,1357120,1401420,1494060,1415590,1384670,1360320
20020405,5,1,1313040,1247260,1230430,1218670,1197980,1202610,1213090,1325460,1427250,1466200,1501060,1525270,1509310,1523300,1509990,1501780,1500180,1473680,1455500,1432860,1494230,1416180,1434910,1409110
20020406,6,2,1360150,1273350,1278510,1244130,1226350,1147900,1085190,1122000,1189530,1234050,1288940,1302240,1247480,1237120,1186560,1181780,1164070,1161320,1148310,1228300,1260880,1209810,1172890,1127800
20020407,7,3,1075100,1024420,1007260,985194,962201,919777,863716,938597,1019920,1077500,1142300,1145460,1101830,1091380,1051310,1026160,1010900,1000210,1012700,1108880,1164880,1127300,1110570,1061830
20020408,1,1,1022760,994442,984487,979737,974009,1009360,1134380,1303600,1452090,1485960,1499160,1489620,1485270,1477820,1446930,1464530,1473200,1449360,1432530,1431090,1510740,1441610,1403210,1398320
20020409,2,1,1345190,1301670,1286410,1293220,1260200,1226430,1275020,1360480,1430180,1483560,1515080,1515540,1538260,1520800,1497440,1494340,1508850,1470220,1438330,1467700,1517350,1445060,1441390,1411690
20020410,3,1,1353960,1302550,1269560,1266110,1260170,1238770,1251320,1337660,1422760,1475920,1486290,1495480,1477180,1480960,1454020,1469380,1491290,1465100,1458940,1444470,1498580,1429800,1432670,1401210
20020411,4,1,1342750,1283430,1270840,1259180,1229890,1188620,1229630,1329660,1398750,1432800,1443660,1440590,1434780,1427750,1385030,1403520,1429590,1411750,1369880,1370290,1472130,1394520,1379740,1335000
20020412,5,1,1267620,1236470,1222720,1228790,1217190,1183190,1195190,1301950,1372490,1387120,1402600,1422020,1422390,1406540,1409370,1422640,1476610,1447010,1430790,1431170,1457820,1371440,1390850,1372300
20020413,6,2,1268950,1210700,1172820,1147340,1132970,1045540,972386,1036120,1108870,1168160,1191560,1172130,1139070,1123010,1094520,1057810,1049500,1040120,1049400,1106370,1170610,1098950,1072830,1028420
20020414,7,3,955748,936642,889952,870919,829482,815635,755128,838533,921692,1012630,1047490,1040580,1020070,983467,950767,939748,917856,902526,893544,968551,1065950,1049990,1011780,970602
20020415,1,1,915660,896679,911844,902034,909235,924039,1056760,1243730,1402370,1470900,1485680,1482610,1470450,1450010,1431160,1452140,1433810,1431480,1407640,1375070,1472560,1403980,1380520,1368420
20020416,2,1,1305880,1234870,1241570,1237950,1248400,1168090,1206530,1319450,1406070,1426750,1438760,1440170,1439650,1416990,1382150,1419240,1414450,1375750,1333690,1309030,1428810,1407810,1392250,1360320
20020417,3,1,1285150,1223950,1225730,1212630,1185840,1160790,1203030,1280030,1338080,1376320,1376790,1391140,1362670,1360220,1353040,1388990,1395350,1383970,1349180,1325430,1440930,1397050,1370520,1334820
20020418,4,1,1281090,1223470,1225980,1194600,1182730,1150180,1178820,1268570,1352860,1386520,1406210,1396730,1397380,1394310,1358450,1378910,1395490,1363600,1336880,1299270,1450640,1378390,1347390,1297720
20020419,5,1,1271380,1202750,1231420,1192140,1203470,1136970,1181740,1262700,1360390,1353600,1387750,1370290,1393000,1381980,1355130,1373410,1390080,1405510,1356320,1327200,1423420,1350720,1357340,1294860
20020420,6,2,1223880,1155570,1152120,1128920,1102920,1011450,937423,965468,1067770,1105710,1124440,1132810,1103770,1063980,1026260,1009220,1011580,995140,990306,1066150,1118750,1089930,1040270,969794
20020421,7,3,920703,889142,876594,835572,815682,769146,750384,810589,905366,976657,1021460,1031990,979205,954652,920880,889774,880876,883187,874076,946572,1020600,1023760,970910,932145
20020422,1,1,908213,878744,863037,865854,870393,877632,1009770,1211720,1355990,1420500,1450470,1445720,1408650,1417370,1369360,1380200,1375920,1358180,1335180,1301200,1427360,1363120,1326210,1302050
20020423,2,1,1211970,1170930,1146450,1135900,1117790,1070330,1121770,1213270,1271330,1288130,1304720,1311030,1299020,1317410,1298210,1316930,1309630,1282830,1269820,1271680,1374020,1346310,1298930,1280830
20020424,3,1,1215420,1157010,1129420,1132530,1109390,1055170,1117010,1213290,1300420,1322650,1359040,1379660,1369720,1381990,1356430,1390560,1406320,1365130,1348520,1321280,1395870,1350930,1239900,1180030
20020425,4,1,1118920,1055540,1043430,1044320,1010590,980524,1058310,1141930,1199020,1232890,1278650,1276940,1269600,1281580,1267840,1296220,1284280,1233510,1242800,1231670,1365120,1271830,1241000,1205590
20020426,5,1,1142270,1069130,1073880,1041920,1045140,975541,1031650,1168480,1212920,1255310,1343160,1312300,1305580,1337120,1334410,1306120,1327660,1280860,1257550,1255120,1366800,1307870,1278470,1190760
20020427,6,2,1123280,1078290,1046570,1006030,985269,876739,818697,875812,943137,994425,994574,1006060,965044,931973,904985,904076,884508,878122,862148,887127,969780,953557,924689,894407
20020428,7,3,832884,809267,789035,780842,742286,678421,665925,745665,822505,880792,922987,925252,885665,849820,812425,798402,785231,794604,797098,843096,935853,943400,903482,857929
20020429,1,1,822431,798689,806592,788958,761341,745832,889749,1048430,1190670,1253190,1268870,1283050,1270500,1251380,1227190,1239890,1276230,1244790,1242390,1203800,1308800,1251930,1181410,1159110
20020430,2,1,1087210,1021380,1016480,1014750,1003120,939753,987256,1067360,1181990,1205070,1234820,1249300,1237430,1230930,1224510,1250930,1253880,1213720,1140980,1117950,1238380,1214090,1199900,1160800
20020501,3,4.04,1084579,1021462,1001751,989634,959541,823401,744745,770344,839268,889053,908810,880368,858090,818667,795126,761828,752246,744688,744965,763667,858717,901987,846067,797284
20020502,4,1,749735,731169,724750,706613,690092,641372,689355,819216,944975,990150,1007769,1008695,1007829,1004520,969311,967606,984579,937413,900079,871064,973025,996856,969503,934654
20020503,5,4.05,888355,840121,820048,804922,783931,670134,636685,680040,742092,790619,824823,814969,786385,751262,721821,721107,708109,696565,678645,697867,793810,823667,803537,763273
20020504,6,2,726811,689170,671945,653564,641234,572343,600455,712532,790948,845846,877460,883783,852768,831488,809407,791745,792833,763272,768749,770989,836722,875354,837636,790626
20020505,7,3,721438,669849,650899,645428,614706,546720,580663,629799,691972,762880,802668,791461,759863,719850,689911,701575,711739,720415,725874,763009,830851,834276,808468,769214
20020506,1,1,736909,714402,713490,712787,703642,700281,828531,985034,1146652,1194350,1209415,1226767,1205758,1179087,1158500,1195643,1232930,1254187,1229676,1193734,1225907,1196282,1146477,1123337
20020507,2,1,1055774,989765,995168,963514,934460,872960,937921,1021212,1142431,1183812,1201786,1215519,1198759,1194371,1182197,1215955,1227338,1189922,1166938,1121552,1199964,1216523,1147834,1124053
20020508,3,1,1057100,997643,991676,964337,942832,878678,938517,1033660,1115889,1159964,1178253,1171934,1195919,1191263,1166676,1211326,1223565,1195035,1122959,1074555,1191437,1205278,1152341,1131065
20020509,4,1,1043662,1005290,990460,955178,949702,873302,933115,1032885,1103650,1164017,1178750,1183432,1191632,1187581,1177062,1198129,1208678,1183627,1120767,1062172,1177638,1204748,1164834,1129680
20020510,5,1,1056837,1011742,994453,964898,939163,888011,926442,1047017,1144547,1168748,1186118,1214366,1198000,1201813,1174417,1217360,1244405,1190164,1134471,1090647,1163088,1173639,1161773,1144171
20020511,6,2,1070128,1015513,994766,982748,938360,843897,830928,899659,975531,1020046,1041673,1055769,1042204,990392,947370,954029,962163,942958,918636,929495,987159,1005604,967528,907087
20020512,7,3,856205,807924,789837,771992,722483,640644,654821,722135,774153,843818,879659,873550,830205,805916,785605,776959,786895,791575,786791,799709,849109,890951,839595,790913
20020513,1,1,761619,752777,733956,727672,707593,706762,854084,998007,1145808,1195320,1219890,1226921,1230769,1213140,1197108,1243025,1265569,1224048,1191714,1144655,1188475,1210249,1168187,1145615
20020514,2,1,1110243,1038378,1034115,1029147,983298,933295,1010745,1105713,1188434,1237462,1263116,1273918,1259368,1249025,1247073,1275058,1270453,1282156,1239523,1164768,1219364,1235735,1209467,1126487
20020515,3,1,1075780,1011063,1019075,1008460,971104,927431,972594,1077594,1161343,1231172,1245913,1273653,1263564,1257902,1240650,1271943,1283940,1255996,1209188,1148416,1215756,1249250,1227543,1184616
20020516,4,1,1115456,1038374,1042824,1044066,987587,923422,1002016,1084344,1160745,1205864,1227301,1238712,1255451,1256649,1233203,1269279,1271324,1228840,1183554,1118989,1200350,1243714,1180886,1153887
20020517,5,1,1069525,1032835,1019983,1004858,969950,917009,988448,1070718,1160294,1199710,1236346,1238489,1246541,1232974,1232106,1268868,1277780,1241536,1199110,1145911,1206507,1229233,1195262,1176173
20020518,6,2,1099559,1046709,1046074,998494,939338,837087,840554,902728,957522,1005338,1044705,1049724,1009705,970425,931494,919335,906163,886607,853288,843889,885153,958552,898119,855536
20020519,7,3,810144,759850,739857,721620,659877,591464,632119,690968,767298,816669,852357,849897,803219,781925,738088,741856,723138,713609,707746,735817,792071,862275,840531,795361
20020520,1,1,748495,727380,701814,693130,672239,677625,831585,996446,1132946,1191979,1227559,1240472,1249792,1236257,1197630,1245535,1252273,1219673,1182336,1121803,1166758,1190809,1140694,1118600
20020521,2,1,1044161,985139,971688,959983,916429,871906,940854,1029599,1128596,1153220,1190865,1214162,1214651,1192291,1168012,1196321,1210748,1173079,1126988,1085673,1130763,1193073,1131573,1098673
20020522,3,1,1027724,967336,961293,954651,915916,862607,928122,1018048,1118423,1143255,1192566,1203498,1182849,1186515,1165390,1213577,1219660,1193591,1155489,1095904,1151164,1227375,1183436,1145539
20020523,4,1,1084097,1029733,995202,1002279,954602,884358,938290,1027417,1122330,1162025,1190116,1203147,1211119,1194639,1170730,1237640,1262949,1222084,1167142,1122938,1196873,1234283,1203849,1156982
20020524,5,1,1078197,1014040,1013799,991029,973809,904374,971876,1052112,1139544,1177802,1234743,1227865,1227501,1260964,1243693,1295482,1320548,1282516,1220906,1175614,1185283,1210514,1211682,1145711
20020525,6,2,1054944,1029548,1000168,974567,920257,821588,801372,858061,931502,956006,991792,1003420,990060,950436,898087,893882,887658,884846,862625,847936,876883,926338,888558,839125
20020526,7,3,790171,735364,722709,698414,645061,576300,616736,685054,754840,806633,878888,894789,846453,781199,755162,749098,742358,753741,752961,769995,814614,862212,827518,812668
20020527,1,1,742879,733940,725827,723748,672264,683233,832217,988823,1122254,1191303,1222892,1238036,1214862,1212727,1186671,1230026,1244711,1269056,1259725,1213967,1201156,1189816,1133411,1108803
20020528,2,1,1034676,975872,953363,939835,890405,870059,926648,1034601,1141216,1186762,1218682,1244652,1226374,1223834,1200075,1236668,1250006,1222647,1186236,1125682,1182570,1229336,1183567,1136057
20020529,3,1,1053831,1015033,991082,980989,940625,898533,983763,1078982,1184499,1235856,1265660,1284143,1269566,1268792,1250039,1297768,1292918,1264022,1215343,1174941,1184619,1208355,1186131,1151398
20020530,4,4.06,1067411,1001065,978381,963340,880885,765047,701248,709884,740852,771058,821054,845567,824287,785553,753855,741328,727289,711984,698586,694707,736905,814278,809389,771682
20020531,5,1,714855,691110,672190,669106,609194,592535,680664,852341,996391,1045665,1085007,1101497,1096474,1098325,1084252,1124081,1116388,1083873,1037641,978555,1000086,1041653,1034636,1004470
20020601,6,2,941693,875233,873075,855638,771417,709760,689119,733568,789170,845573,871007,905245,863333,842931,804717,808550,783165,779257,775300,789039,780457,849450,841616,781519
20020602,7,3,736230,700272,676905,654217,592890,543619,561102,611201,698172,767142,829737,851540,828560,787124,771029,767196,742957,759595,777733,792887,791800,857793,827058,784691
20020603,1,1,735561,712397,692887,687347,658891,658750,818905,1025620,1164060,1215200,1258550,1274820,1254130,1217780,1188290,1209850,1214770,1187330,1171950,1131350,1187540,1206930,1161730,1131580
20020604,2,1,1059510,1013390,1009080,970166,903447,882205,962931,1022910,1147870,1192170,1228070,1223330,1198330,1178010,1170730,1195080,1216150,1179550,1153700,1089720,1110010,1144150,1114580,1081020
20020605,3,1,1006150,985366,974440,937807,871392,834596,935940,1013440,1101200,1149070,1186270,1198110,1183800,1187010,1172550,1218860,1232350,1169150,1127580,1085240,1121650,1177460,1149590,1117390
20020606,4,1,1066240,1011310,1004900,974994,913940,901907,946790,1048870,1143580,1212430,1215610,1255860,1245900,1242940,1225580,1275620,1290950,1280480,1265700,1210900,1219700,1210610,1179490,1148890
20020607,5,1,1094760,1040360,1027920,1005880,947269,920779,989180,1065690,1172050,1235270,1270000,1305550,1288040,1272880,1245730,1273950,1270240,1234590,1195510,1120330,1171430,1187110,1170770,1122910
20020608,6,2,1048530,984454,998907,940272,879424,803851,765470,809140,831134,871301,916324,923593,902818,861884,831390,841403,820213,802467,774760,782127,801341,843700,839075,796178
20020609,7,3,764941,730599,724960,703427,616464,583021,600762,649643,724551,798397,834016,841935,822007,771851,738942,743748,718497,722407,712477,717290,748101,837951,832382,783476
20020610,1,1,736053,708473,705170,698087,654155,665037,818264,1015400,1158470,1198390,1249830,1278970,1259050,1255870,1243270,1300060,1314440,1259620,1230170,1193640,1210860,1204530,1166880,1141830
20020611,2,1,1076900,1032680,1018490,1017690,950905,938367,1014820,1086480,1215840,1269880,1270960,1282010,1282280,1252070,1248140,1280720,1264440,1231950,1182080,1108560,1145170,1211690,1212280,1181910
20020612,3,1,1099700,1044880,1025510,1014640,917927,897909,941056,1028420,1115220,1157600,1191170,1187850,1188440,1192400,1173960,1217240,1212130,1194470,1147850,1096370,1101460,1161330,1194940,1144030
20020613,4,1,1061230,1018460,995437,1006310,934559,903347,962823,1048580,1151950,1196440,1216010,1224590,1222640,1205110,1185050,1223380,1225250,1222010,1180480,1135440,1160270,1197290,1208570,1153860
20020614,5,1,1080440,1029810,1018040,1008610,948794,895057,983337,1068600,1173600,1226910,1260640,1283470,1254690,1247870,1249600,1290150,1303040,1256580,1198890,1140310,1133210,1168150,1202230,1190510
20020615,6,2,1099350,1026110,1001020,999417,893772,816850,781980,838255,903186,953625,989001,998637,944364,938148,910870,885806,872544,873840,845396,820875,843385,903861,883937,845970
20020616,7,3,802108,752194,733837,713172,633473,586086,601963,667493,746920,820550,842150,854445,832315,801001,769352,763231,741121,735694,730890,742038,774018,842887,843589,800786
20020617,1,1,752031,734756,737519,715237,663094,659667,839250,992322,1124550,1191920,1219120,1250550,1243230,1236480,1208770,1244940,1245810,1195380,1137590,1068560,1106270,1159000,1205180,1156280
20020618,2,1,1070350,1028190,1018110,1014950,932549,910138,988798,1057560,1161440,1206190,1228860,1251030,1241280,1257500,1238240,1254270,1240020,1216520,1163820,1082510,1116020,1181220,1192780,1159050
20020619,3,1,1087010,1024320,1021620,1013420,932584,908470,975169,1049360,1145800,1199110,1220390,1238940,1245810,1239730,1217940,1261710,1270940,1242700,1188510,1093290,1137010,1177640,1216870,1163920
20020620,4,1,1067580,1027410,1019110,1004720,922820,896381,937254,1035460,1152870,1194890,1229970,1265410,1241270,1226650,1197220,1256970,1245990,1218130,1199770,1115030,1133320,1193710,1212350,1181880
20020621,5,1,1094960,1038440,1018190,1009010,907560,893690,937264,1019030,1105660,1191070,1191620,1201930,1203250,1202500,1191740,1234040,1224600,1191660,1125840,1073880,1100200,1156440,1190310,1145160
20020622,6,2,1074970,1019110,1002890,991205,915007,805684,786601,855688,925899,966012,993421,975046,972324,946388,892253,908902,894166,872591,856033,836763,818933,886318,903350,872993
20020623,7,3,800669,765175,757547,712212,654145,618484,617979,699381,757362,838939,861441,877183,847229,810623,784678,740471,725922,722261,717317,728989,716164,792466,826647,773001
20020624,1,1,770756,750439,743509,725253,690225,685295,809901,976932,1116540,1165950,1269350,1290380,1277560,1265540,1227840,1281840,1272340,1249930,1227810,1147440,1105580,1144860,1191820,1170770
20020625,2,1,1102590,1040250,1048280,1013180,957265,918179,980732,1053010,1156440,1182210,1210420,1247250,1250380,1229190,1218070,1245500,1248010,1210250,1150100,1073760,1085450,1146970,1181440,1119000
20020626,3,1,1085060,1025080,1018200,1009800,935737,909742,939310,1032950,1146570,1190740,1222090,1239670,1235550,1212530,1194690,1226580,1232450,1197840,1134490,1068490,1083930,1133030,1169200,1142760
20020627,4,1,1047210,1013130,1005700,993160,917946,882627,944265,1026650,1110610,1149080,1204040,1221920,1238320,1196400,1195470,1231750,1228060,1202770,1196760,1135090,1135100,1164340,1181540,1141350
20020628,5,1,1087590,1031920,1026920,1020100,943646,907109,950811,1060720,1149810,1181990,1224060,1230120,1247450,1267730,1256650,1279990,1267160,1225400,1184050,1085520,1095540,1137470,1179850,1148000
20020629,6,2,1090330,1044040,1002870,990418,894942,801201,778659,824295,899756,948365,979403,973645,964485,918057,893601,889461,897697,854025,855619,846518,851005,899636,896820,852100
20020630,7,3,794572,767260,750477,715181,636570,604905,631035,699504,752261,823710,838646,847017,830463,775073,767082,759420,758735,751376,752091,756320,758906,832253,841376,798529
20020701,1,1,755018,741968,736891,716824,664782,650208,762060,913972,1057362,1126468,1165028,1189699,1179394,1192326,1166613,1212460,1218411,1203724,1147814,1090864,1104436,1162950,1167741,1150298
20020702,2,1,1059394,1013928,1013651,987964,953177,909630,962128,1035108,1132159,1179534,1230816,1245485,1241513,1241430,1221808,1257486,1266357,1240865,1190305,1125606,1139908,1184161,1190602,1148423
20020703,3,1,1078102,1047922,1037092,1031212,987015,929456,972056,1038834,1131834,1171562,1171472,1173763,1246401,1246397,1227899,1269070,1274056,1249588,1211455,1139437,1151920,1217215,1215935,1175295
20020704,4,1,1114990,1040560,1014700,997012,925856,887666,939180,1012440,1126400,1189570,1245000,1283760,1288310,1281580,1266590,1299700,1311230,1279360,1247090,1186900,1169810,1212130,1229520,1186150
20020705,5,1,1133440,1087570,1084600,1060950,988280,958680,1007140,1085680,1181230,1236200,1280380,1286230,1295410,1288110,1294710,1325000,1296760,1269500,1200150,1126450,1146150,1188890,1246810,1220440
20020706,6,2,1146320,1054730,1048930,1047400,974166,875998,842232,881835,946443,985699,1025490,1035400,1008030,973389,937213,932002,914511,906058,887240,865244,862448,943144,959997,904522
20020707,7,3,840262,830370,788624,772842,700109,651232,664854,733669,805640,833122,870589,882878,855215,824041,790540,778509,769518,760932,753662,755677,768194,833808,847394,804614
20020708,1,1,759534,740502,731437,718902,672617,674923,817299,971155,1139910,1213620,1253350,1286520,1282410,1289260,1256120,1290910,1253700,1249320,1203010,1124660,1138040,1199770,1223660,1187160
20020709,2,1,1112150,1051210,1040700,1051230,994560,956700,1003580,1073910,1175960,1226020,1257330,1293910,1297380,1295190,1245370,1281110,1297880,1284190,1230200,1147800,1168240,1226390,1261420,1225500
20020710,3,1,1156030,1105480,1083160,1079930,1036660,984302,1023060,1083580,1183320,1231370,1284980,1308180,1323280,1328350,1322830,1347180,1348750,1330440,1276800,1190360,1204570,1280530,1306540,1275110
20020711,4,1,1201920,1136240,1129920,1125510,1071620,1029680,1056020,1107670,1191070,1264810,1291210,1314880,1324420,1320400,1335710,1359760,1344220,1312120,1265680,1199610,1242460,1279430,1291100,1248140
20020712,5,1,1190910,1135570,1113850,1094450,1053420,1003420,1038900,1103690,1187590,1249790,1292180,1308200,1313820,1306460,1309170,1309320,1316830,1294410,1248660,1179360,1193220,1247740,1287780,1250510
20020713,6,2,1192690,1163350,1131930,1096660,1034020,944791,893474,914201,966584,1008940,1054930,1067290,1042360,1010390,973482,970111,952985,953702,908312,915436,931939,986004,991614,951858
20020714,7,3,888590,859912,843728,816264,767972,724485,723570,777286,853235,916805,923894,931534,926692,884184,860897,867818,848624,847707,872384,877752,866717,929874,924478,887534
20020715,1,1,861480,836880,830672,800356,769972,761440,871286,1012420,1163250,1225380,1266430,1290700,1292480,1287570,1278910,1301590,1312300,1299890,1269180,1206210,1227730,1268470,1259600,1241110
20020716,2,1,1176790,1136310,1110480,1108900,1052640,1021700,1042220,1107370,1200730,1272160,1306130,1307110,1304450,1341150,1298230,1348610,1369410,1348070,1305130,1236520,1268240,1277590,1264180,1234840
20020717,3,1,1180970,1114700,1147240,1144650,1092890,1016740,1048920,1092750,1208970,1257650,1282460,1300550,1307930,1324170,1314360,1345240,1366110,1323010,1268890,1232820,1236640,1269010,1292660,1251810
20020718,4,1,1181760,1136180,1119800,1120210,1081540,1013390,1023890,1095050,1194820,1242350,1288200,1318140,1306790,1306260,1282820,1301480,1304380,1277710,1255580,1233400,1237920,1248830,1260750,1246440
20020719,5,1,1196770,1155240,1151670,1142970,1065800,1023430,1056360,1122830,1210080,1255960,1316260,1317860,1317580,1291940,1281150,1324930,1321970,1293860,1259760,1186640,1210990,1243100,1248820,1240200
20020720,6,2,1170910,1114200,1107450,1095530,1031470,936817,884074,921731,987226,1045690,1066460,1066680,1042800,1005800,966090,976118,982678,977420,942706,922368,954420,1014240,987197,943796
20020721,7,3,907178,887710,856282,844152,777668,715226,721412,786120,841770,894366,930444,924234,881643,849708,851360,837033,834782,821105,817344,795608,802718,908128,897616,859031
20020722,1,1,811338,794812,793708,771968,762676,759251,890283,1052480,1185200,1269990,1314640,1306210,1298900,1307060,1284580,1303040,1304150,1281680,1230270,1156750,1184740,1231090,1230080,1226890
20020723,2,1,1178440,1124210,1109440,1108160,1074660,996334,1035670,1106840,1213400,1253930,1279380,1296450,1289560,1304130,1294170,1303460,1320480,1267860,1227590,1156630,1180990,1230410,1223710,1190190
20020724,3,1,1159950,1110740,1115330,1094590,1053800,986344,1005200,1077160,1168680,1218860,1271630,1290180,1288060,1271240,1267200,1302460,1302760,1266990,1221730,1164570,1196650,1250120,1233490,1201790
20020725,4,1,1136360,1072280,1055450,1045550,1009620,959954,1000780,1025900,1160030,1202040,1227720,1268160,1262900,1259820,1249310,1277360,1276750,1254390,1193720,1145790,1184700,1220230,1199210,1179140
20020726,5,1,1111300,1100910,1100570,1081130,1050850,980382,1012630,1090810,1185340,1214090,1271730,1284100,1271050,1268590,1267150,1303590,1312640,1276490,1223850,1179290,1174890,1223870,1204710,1193470
20020727,6,2,1140460,1081830,1054280,1051030,1010350,899200,830520,869848,941051,978008,1004270,1000760,998903,965719,933018,931684,927105,915430,885863,889624,885135,971106,946166,898964
20020728,7,3,852372,813018,784170,770354,726691,665966,656414,742778,808686,851024,885528,892903,854314,831496,812785,800703,805854,799957,796496,807692,828846,897946,889960,849811
20020729,1,1,816488,783891,773992,752417,731239,705329,816214,970336,1121890,1192390,1232410,1248780,1254650,1230170,1213910,1248500,1254380,1236190,1184470,1112780,1157670,1224390,1216190,1203430
20020730,2,1,1115700,1062390,1073530,1061770,1015300,971918,1011880,1064240,1171020,1219060,1253730,1285980,1282370,1283660,1286100,1307130,1325010,1276360,1232360,1175230,1183400,1238690,1217070,1205800
20020731,3,1,1139720,1089650,1078720,1076850,1030790,979352,1015700,1091370,1192500,1250970,1275260,1279250,1298450,1270650,1275960,1307560,1321740,1298960,1235360,1182780,1198710,1234260,1219350,1185200
20020801,4,1,1112730,1078540,1063910,1059350,1028260,982912,1012260,1071060,1177000,1235330,1245860,1270010,1285020,1293810,1288880,1331630,1324890,1274740,1254860,1205040,1226680,1265130,1254090,1227730
20020802,5,1,1170850,1130530,1108690,1113970,1093990,1030260,1055570,1111610,1191560,1266700,1309150,1333950,1336650,1346030,1313730,1347210,1364800,1324140,1255870,1202090,1210860,1264110,1248040,1235270
20020803,6,2,1180750,1132050,1121190,1109750,1062110,951382,888039,928295,978356,1055150,1068570,1088700,1065060,1012300,966697,988876,956270,948472,913696,917423,947467,1006290,983082,943329
20020804,7,3,890286,846128,819250,794330,767832,703698,717234,771832,850458,888272,907464,912714,868127,863296,838886,841638,835505,833817,830091,829426,875093,937068,916636,884908
20020805,1,1,849000,830385,811680,807102,791860,743784,837758,997532,1126390,1202090,1229710,1254340,1251910,1250790,1229780,1259580,1270100,1229840,1181060,1128080,1203580,1222560,1194380,1175990
20020806,2,1,1139250,1074510,1053870,1077420,1047610,967869,1005030,1060070,1156850,1215760,1248720,1263040,1267870,1263240,1258100,1282300,1295500,1257420,1198710,1142930,1223710,1234900,1222780,1200790
20020807,3,1,1145410,1099320,1095940,1089470,1052830,985558,1004100,1050860,1145280,1194980,1245300,1271290,1273030,1280230,1251810,1274780,1295070,1267110,1195130,1159220,1209530,1217520,1218160,1197090
20020808,4,1,1132490,1102420,1074640,1055400,1044040,948475,972866,1025890,1125210,1191750,1220710,1248100,1235220,1230010,1230260,1267870,1280410,1225840,1186360,1137400,1193530,1193380,1199680,1177040
20020809,5,1,1124470,1094310,1089960,1092200,1046730,1002670,1023980,1073880,1155920,1209860,1231300,1252650,1256750,1249090,1252210,1285400,1277640,1264880,1222720,1176890,1207640,1201640,1220620,1196790
20020810,6,2,1138950,1093820,1069380,1043860,1030150,911088,859064,921400,982676,1005680,1038130,1029850,1006020,910672,885811,894196,936304,921344,906651,913568,960149,979640,936722,892554
20020811,7,3,836559,814414,801880,782836,746167,677836,653478,726778,806294,863764,912466,916917,877318,856496,823008,815448,819212,825188,814616,846168,891598,882654,855622,829718
20020812,1,1,805372,780030,769282,771000,753346,739768,828217,972597,1125160,1190180,1232180,1249300,1259800,1236330,1235210,1247050,1252600,1215490,1178200,1140180,1209410,1220880,1172670,1189720
20020813,2,1,1114510,1057130,1039330,1046640,1022650,959770,989436,1054600,1143170,1202240,1243850,1255530,1280440,1264030,1250050,1282510,1296950,1254080,1207620,1181990,1263330,1220490,1189690,1180520
20020814,3,1,1120800,1074860,1047600,1050390,1016050,957275,979832,1040960,1146840,1211120,1262860,1286650,1314360,1279390,1260130,1313390,1332000,1283070,1241350,1199180,1247590,1190890,1188590,1182440
20020815,4,4.07,1127130,1065020,1044140,1041580,1014360,907141,822176,827346,882888,920077,968325,976410,949992,911410,891339,875251,859562,850038,853933,855441,934416,951558,925742,904220
20020816,5,1,840542,831210,833696,820660,805560,776314,825560,951150,1084410,1158000,1187100,1209570,1180850,1182670,1172160,1191330,1207180,1180110,1147690,1087610,1153090,1117330,1107350,1086510
20020817,6,2,1052930,1010270,983096,959142,925463,845263,807224,859710,926084,982823,1027290,1036830,1005100,974292,965165,950136,948411,925852,907361,928160,1000040,984549,961790,918220
20020818,7,3,873899,854088,816676,796541,762835,708664,675864,749250,805786,881178,906442,927784,901392,853308,832794,820800,836942,823378,817260,850160,941174,937504,914302,882858
